case_id,customer_id,product_id,status,priority,subject,created_date,resolution_time_hours
CAS-000841,CUST_03660,PRD_0732,In Progress,Low,Product arrived damaged,2025-09-10 01:17:08,
CAS-000842,CUST_17531,PRD_0194,Closed,Low,Need help with assembly,2025-09-10 02:17:08,30.3
CAS-000843,CUST_09002,PRD_0708,Closed,Medium,Billing question,2025-09-10 05:17:08,73.0
CAS-000844,CUST_17156,PRD_1166,Closed,Low,Billing question,2025-09-10 12:17:08,138.9
CAS-000845,CUST_01255,PRD_0301,New,Low,Where is my order?,2025-09-10 13:17:08,
CAS-000846,CUST_09896,PRD_0866,Closed,Critical,Defective item,2025-09-10 20:17:08,14.2
CAS-000847,CUST_08417,PRD_1478,New,Critical,Where is my order?,2025-09-10 22:17:08,
CAS-000848,CUST_06280,PRD_1170,Closed,Medium,Missing parts in box,2025-09-10 23:17:08,20.4
CAS-000849,CUST_07988,PRD_1422,Closed,Medium,Product arrived damaged,2025-09-11 01:17:08,91.0
CAS-000850,CUST_14318,PRD_0563,Closed,Medium,Need help with assembly,2025-09-11 03:17:08,128.0
CAS-000851,CUST_19813,PRD_0817,In Progress,Medium,Need help with assembly,2025-09-11 06:17:08,
CAS-000852,CUST_00614,PRD_0849,Closed,Low,Need help with assembly,2025-09-11 07:17:08,69.0
CAS-000853,CUST_10426,PRD_0199,In Progress,Medium,Warranty claim inquiry,2025-09-11 08:17:08,
CAS-000854,CUST_07244,PRD_0131,In Progress,Medium,Missing parts in box,2025-09-11 10:17:08,
CAS-000855,CUST_13788,PRD_1301,Closed,Medium,Return request,2025-09-11 12:17:08,77.9
CAS-000856,CUST_11238,PRD_0698,Closed,Medium,Return request,2025-09-11 13:17:08,94.1
CAS-000857,CUST_15138,PRD_1022,Escalated,Medium,Warranty claim inquiry,2025-09-11 15:17:08,
CAS-000858,CUST_13204,PRD_0067,Closed,Low,Where is my order?,2025-09-11 15:17:08,66.1
CAS-000859,CUST_06802,PRD_1085,Closed,Medium,Return request,2025-09-11 17:17:08,58.7
CAS-000860,CUST_14795,PRD_1382,Escalated,Medium,Billing question,2025-09-11 19:17:08,
CAS-000861,CUST_05464,PRD_1279,New,Medium,Return request,2025-09-11 21:17:08,
CAS-000862,CUST_09303,PRD_1140,Closed,Medium,Billing question,2025-09-12 02:17:08,128.7
CAS-000863,CUST_12401,PRD_1244,Closed,Low,Where is my order?,2025-09-12 05:17:08,90.8
CAS-000864,CUST_03626,PRD_1169,New,Low,Missing parts in box,2025-09-12 07:17:08,
CAS-000865,CUST_13144,PRD_1127,In Progress,Low,Defective item,2025-09-12 09:17:08,
CAS-000866,CUST_09139,PRD_0655,Closed,Low,Return request,2025-09-12 09:17:08,151.4
CAS-000867,CUST_10413,PRD_1029,Closed,Medium,Defective item,2025-09-12 10:17:08,115.7
CAS-000868,CUST_15202,PRD_0587,In Progress,Medium,Billing question,2025-09-12 12:17:08,
CAS-000869,CUST_13109,PRD_0591,In Progress,High,Product arrived damaged,2025-09-12 14:17:08,
CAS-000870,CUST_05645,PRD_1400,Closed,Low,Where is my order?,2025-09-12 14:17:08,78.5
CAS-000871,CUST_13445,PRD_0387,Closed,Medium,Product arrived damaged,2025-09-12 16:17:08,163.7
CAS-000872,CUST_02639,PRD_1228,Closed,Low,Defective item,2025-09-12 17:17:08,104.5
CAS-000873,CUST_18656,PRD_1282,Closed,Low,Billing question,2025-09-13 02:17:08,42.7
CAS-000874,CUST_19705,PRD_1340,Closed,Critical,Defective item,2025-09-13 06:17:08,4.8
CAS-000875,CUST_05289,PRD_0938,Closed,High,Return request,2025-09-13 08:17:08,143.0
CAS-000876,CUST_06547,PRD_0661,Closed,Low,Need help with assembly,2025-09-13 08:17:08,79.9
CAS-000877,CUST_06784,PRD_1183,In Progress,High,Billing question,2025-09-13 08:17:08,
CAS-000878,CUST_07927,PRD_0363,Closed,Medium,Billing question,2025-09-13 09:17:08,75.1
CAS-000879,CUST_10855,PRD_0327,Closed,Low,Warranty claim inquiry,2025-09-13 11:17:08,101.9
CAS-000880,CUST_01060,PRD_1397,Closed,Critical,Defective item,2025-09-13 13:17:08,2.1
CAS-000881,CUST_02306,PRD_0855,Closed,Critical,Missing parts in box,2025-09-13 16:17:08,145.0
CAS-000882,CUST_19890,PRD_1326,Closed,Medium,Product arrived damaged,2025-09-13 16:17:08,120.5
CAS-000883,CUST_13055,PRD_1486,Closed,High,Product arrived damaged,2025-09-13 17:17:08,11.0
CAS-000884,CUST_14420,PRD_0878,Closed,Medium,Where is my order?,2025-09-13 21:17:08,86.4
CAS-000885,CUST_19000,PRD_0229,In Progress,High,Need help with assembly,2025-09-13 22:17:08,
CAS-000886,CUST_07965,PRD_0989,Closed,Medium,Warranty claim inquiry,2025-09-13 23:17:08,24.7
CAS-000887,CUST_02428,PRD_0939,In Progress,Low,Billing question,2025-09-13 23:17:08,
CAS-000888,CUST_14572,PRD_0678,Closed,Medium,Billing question,2025-09-14 00:17:08,58.2
CAS-000889,CUST_04589,PRD_0304,Closed,Medium,Missing parts in box,2025-09-14 00:17:08,100.3
CAS-000890,CUST_18467,PRD_0743,New,High,Missing parts in box,2025-09-14 02:17:08,
CAS-000891,CUST_18601,PRD_1299,Escalated,Medium,Missing parts in box,2025-09-14 05:17:08,
CAS-000892,CUST_04213,PRD_0301,Closed,Medium,Missing parts in box,2025-09-14 06:17:08,50.2
CAS-000893,CUST_06936,PRD_1195,Closed,Low,Missing parts in box,2025-09-14 06:17:08,39.1
CAS-000894,CUST_11933,PRD_1477,In Progress,Low,Defective item,2025-09-14 06:17:08,
CAS-000895,CUST_05108,PRD_1203,Closed,High,Return request,2025-09-14 06:17:08,163.4
CAS-000896,CUST_05542,PRD_1076,Closed,Low,Billing question,2025-09-14 07:17:08,155.7
CAS-000897,CUST_00467,PRD_1370,In Progress,High,Where is my order?,2025-09-14 11:17:08,
CAS-000898,CUST_07351,PRD_0308,Escalated,Low,Missing parts in box,2025-09-14 13:17:08,
CAS-000899,CUST_06454,PRD_0731,Closed,Medium,Billing question,2025-09-14 16:17:08,21.0
CAS-000900,CUST_17175,PRD_0468,Closed,High,Warranty claim inquiry,2025-09-14 17:17:08,152.4
CAS-000901,CUST_10798,PRD_1040,Closed,Low,Where is my order?,2025-09-14 18:17:08,105.6
CAS-000902,CUST_17621,PRD_0163,In Progress,Critical,Product arrived damaged,2025-09-14 20:17:08,
CAS-000903,CUST_05987,PRD_1413,Closed,Medium,Warranty claim inquiry,2025-09-14 20:17:08,41.9
CAS-000904,CUST_05815,PRD_0083,In Progress,Medium,Missing parts in box,2025-09-14 22:17:08,
CAS-000905,CUST_02087,PRD_0272,Closed,Low,Missing parts in box,2025-09-15 02:17:08,32.7
CAS-000906,CUST_19192,PRD_1191,New,Low,Billing question,2025-09-15 03:17:08,
CAS-000907,CUST_10449,PRD_1299,Closed,Medium,Where is my order?,2025-09-15 04:17:08,131.5
CAS-000908,CUST_02733,PRD_0975,In Progress,Low,Warranty claim inquiry,2025-09-15 06:17:08,
CAS-000909,CUST_19605,PRD_0998,New,Medium,Missing parts in box,2025-09-15 07:17:08,
CAS-000910,CUST_03655,PRD_1475,Closed,Medium,Billing question,2025-09-15 08:17:08,144.8
CAS-000911,CUST_14951,PRD_0002,Closed,Low,Missing parts in box,2025-09-15 09:17:08,135.6
CAS-000912,CUST_05785,PRD_0674,Closed,Medium,Billing question,2025-09-15 14:17:08,83.3
CAS-000913,CUST_17439,PRD_0510,Closed,Critical,Return request,2025-09-15 14:17:08,51.0
CAS-000914,CUST_10119,PRD_1282,In Progress,Medium,Billing question,2025-09-15 15:17:08,
CAS-000915,CUST_05970,PRD_0999,In Progress,Medium,Product arrived damaged,2025-09-15 19:17:08,
CAS-000916,CUST_15418,PRD_1016,Escalated,Critical,Need help with assembly,2025-09-15 19:17:08,
CAS-000917,CUST_09983,PRD_0194,In Progress,Medium,Billing question,2025-09-15 19:17:08,
CAS-000918,CUST_05986,PRD_0397,Escalated,Medium,Where is my order?,2025-09-15 21:17:08,
CAS-000919,CUST_10487,PRD_1087,Closed,Low,Billing question,2025-09-15 21:17:08,84.8
CAS-000920,CUST_19973,PRD_0431,In Progress,Low,Need help with assembly,2025-09-15 23:17:08,
CAS-000921,CUST_12984,PRD_0352,Escalated,Low,Need help with assembly,2025-09-16 02:17:08,
CAS-000922,CUST_15525,PRD_1339,Closed,Low,Defective item,2025-09-16 03:17:08,160.8
CAS-000923,CUST_15466,PRD_0622,Closed,Low,Return request,2025-09-16 07:17:08,156.8
CAS-000924,CUST_11598,PRD_0646,In Progress,Low,Billing question,2025-09-16 07:17:08,
CAS-000925,CUST_13669,PRD_0012,Escalated,Medium,Defective item,2025-09-16 08:17:08,
CAS-000926,CUST_04586,PRD_0936,New,Medium,Missing parts in box,2025-09-16 13:17:08,
CAS-000927,CUST_06836,PRD_1356,New,Medium,Missing parts in box,2025-09-16 13:17:08,
CAS-000928,CUST_10547,PRD_0876,In Progress,Low,Defective item,2025-09-16 14:17:08,
CAS-000929,CUST_06536,PRD_0441,Escalated,Medium,Billing question,2025-09-16 17:17:08,
CAS-000930,CUST_10666,PRD_1481,Closed,Low,Billing question,2025-09-16 20:17:08,41.6
CAS-000931,CUST_01508,PRD_1351,Closed,Medium,Defective item,2025-09-16 20:17:08,160.0
CAS-000932,CUST_09180,PRD_1243,Closed,High,Defective item,2025-09-16 22:17:08,82.3
CAS-000933,CUST_11230,PRD_0566,New,Low,Return request,2025-09-16 23:17:08,
CAS-000934,CUST_02425,PRD_0665,Closed,Low,Defective item,2025-09-16 23:17:08,79.8
CAS-000935,CUST_18812,PRD_0410,Closed,High,Where is my order?,2025-09-17 00:17:08,99.5
CAS-000936,CUST_08544,PRD_1141,Closed,Low,Missing parts in box,2025-09-17 01:17:08,92.3
CAS-000937,CUST_10288,PRD_0740,Closed,Low,Billing question,2025-09-17 02:17:08,129.6
CAS-000938,CUST_07461,PRD_0944,Closed,Low,Return request,2025-09-17 02:17:08,54.7
CAS-000939,CUST_08488,PRD_0523,Escalated,Medium,Product arrived damaged,2025-09-17 02:17:08,
CAS-000940,CUST_14003,PRD_0812,In Progress,Medium,Billing question,2025-09-17 07:17:08,
CAS-000941,CUST_16786,PRD_0765,Closed,High,Product arrived damaged,2025-09-17 09:17:08,11.1
CAS-000942,CUST_10718,PRD_1104,Closed,Critical,Billing question,2025-09-17 10:17:08,161.3
CAS-000943,CUST_02200,PRD_0155,In Progress,Low,Where is my order?,2025-09-17 14:17:08,
CAS-000944,CUST_16827,PRD_0180,Closed,Medium,Billing question,2025-09-17 16:17:08,89.8
CAS-000945,CUST_14122,PRD_0568,Closed,Critical,Billing question,2025-09-17 19:17:08,126.6
CAS-000946,CUST_10828,PRD_0150,Closed,High,Need help with assembly,2025-09-17 19:17:08,124.4
CAS-000947,CUST_14169,PRD_0044,Closed,Low,Defective item,2025-09-18 00:17:08,89.1
CAS-000948,CUST_00619,PRD_0018,Closed,Low,Warranty claim inquiry,2025-09-18 03:17:08,139.3
CAS-000949,CUST_07304,PRD_1197,Escalated,Low,Return request,2025-09-18 03:17:08,
CAS-000950,CUST_18824,PRD_0727,Closed,Medium,Need help with assembly,2025-09-18 03:17:08,34.5
CAS-000951,CUST_10109,PRD_0372,In Progress,Low,Where is my order?,2025-09-18 03:17:08,
CAS-000952,CUST_01293,PRD_0261,New,Medium,Return request,2025-09-18 05:17:08,
CAS-000953,CUST_07541,PRD_1348,Closed,Low,Warranty claim inquiry,2025-09-18 05:17:08,53.7
CAS-000954,CUST_08883,PRD_0478,In Progress,Low,Warranty claim inquiry,2025-09-18 07:17:08,
CAS-000955,CUST_14407,PRD_0253,Closed,Low,Defective item,2025-09-18 08:17:08,147.6
CAS-000956,CUST_06835,PRD_0780,New,High,Product arrived damaged,2025-09-18 08:17:08,
CAS-000957,CUST_12469,PRD_1209,Closed,Low,Where is my order?,2025-09-18 09:17:08,35.3
CAS-000958,CUST_18950,PRD_1484,New,Low,Where is my order?,2025-09-18 09:17:08,
CAS-000959,CUST_16028,PRD_1239,In Progress,Low,Return request,2025-09-18 09:17:08,
CAS-000960,CUST_02976,PRD_1039,Closed,Low,Return request,2025-09-18 14:17:08,32.9
CAS-000961,CUST_00530,PRD_0015,Closed,Medium,Defective item,2025-09-18 18:17:08,158.8
CAS-000962,CUST_11623,PRD_0739,Closed,Medium,Missing parts in box,2025-09-18 18:17:08,144.2
CAS-000963,CUST_09854,PRD_0470,Closed,Medium,Where is my order?,2025-09-18 19:17:08,142.6
CAS-000964,CUST_00520,PRD_0563,Closed,High,Return request,2025-09-19 01:17:08,147.3
CAS-000965,CUST_05812,PRD_1157,New,High,Product arrived damaged,2025-09-19 01:17:08,
CAS-000966,CUST_15395,PRD_0080,In Progress,Low,Product arrived damaged,2025-09-19 04:17:08,
CAS-000967,CUST_09604,PRD_0762,Closed,Low,Defective item,2025-09-19 07:17:08,124.6
CAS-000968,CUST_16994,PRD_0311,Closed,Medium,Need help with assembly,2025-09-19 08:17:08,30.2
CAS-000969,CUST_00983,PRD_1019,Closed,High,Warranty claim inquiry,2025-09-19 09:17:08,132.4
CAS-000970,CUST_08690,PRD_1274,Escalated,Medium,Return request,2025-09-19 09:17:08,
CAS-000971,CUST_00934,PRD_0964,New,Low,Product arrived damaged,2025-09-19 09:17:08,
CAS-000972,CUST_17678,PRD_0773,Closed,Low,Need help with assembly,2025-09-19 10:17:08,69.1
CAS-000973,CUST_07298,PRD_0189,In Progress,Low,Defective item,2025-09-19 13:17:08,
CAS-000974,CUST_13602,PRD_1100,Closed,Low,Billing question,2025-09-19 14:17:08,80.4
CAS-000975,CUST_00024,PRD_0638,In Progress,Medium,Billing question,2025-09-19 18:17:08,
CAS-000976,CUST_17695,PRD_0749,Closed,High,Where is my order?,2025-09-19 22:17:08,22.4
CAS-000977,CUST_06432,PRD_0258,Closed,Medium,Warranty claim inquiry,2025-09-20 01:17:08,143.3
CAS-000978,CUST_02694,PRD_0195,Closed,High,Defective item,2025-09-20 02:17:08,24.8
CAS-000979,CUST_08185,PRD_0464,In Progress,Medium,Missing parts in box,2025-09-20 09:17:08,
CAS-000980,CUST_10769,PRD_1456,In Progress,Medium,Billing question,2025-09-20 09:17:08,
CAS-000981,CUST_08741,PRD_0270,Closed,Medium,Return request,2025-09-20 09:17:08,97.4
CAS-000982,CUST_01122,PRD_0789,Closed,Medium,Product arrived damaged,2025-09-20 09:17:08,97.8
CAS-000983,CUST_01118,PRD_0488,Closed,Critical,Need help with assembly,2025-09-20 11:17:08,3.4
CAS-000984,CUST_11269,PRD_0385,Closed,Low,Defective item,2025-09-20 13:17:08,81.3
CAS-000985,CUST_17888,PRD_0901,Closed,Low,Where is my order?,2025-09-20 20:17:08,104.8
CAS-000986,CUST_11055,PRD_0691,Closed,Medium,Need help with assembly,2025-09-20 20:17:08,86.9
CAS-000987,CUST_15970,PRD_1125,In Progress,High,Billing question,2025-09-20 21:17:08,
CAS-000988,CUST_17009,PRD_0539,Closed,Medium,Where is my order?,2025-09-20 23:17:08,58.2
CAS-000989,CUST_17804,PRD_0259,Closed,Medium,Where is my order?,2025-09-21 00:17:08,5.2
CAS-000990,CUST_03642,PRD_0247,In Progress,Medium,Missing parts in box,2025-09-21 01:17:08,
CAS-000991,CUST_14830,PRD_0894,In Progress,Low,Where is my order?,2025-09-21 05:17:08,
CAS-000992,CUST_16742,PRD_0400,Closed,Critical,Need help with assembly,2025-09-21 05:17:08,31.5
CAS-000993,CUST_11598,PRD_1077,Closed,Low,Need help with assembly,2025-09-21 06:17:08,3.8
CAS-000994,CUST_17471,PRD_0743,Closed,Medium,Warranty claim inquiry,2025-09-21 08:17:08,8.8
CAS-000995,CUST_05202,PRD_0206,Closed,Critical,Need help with assembly,2025-09-21 09:17:08,28.8
CAS-000996,CUST_04983,PRD_1108,Closed,High,Defective item,2025-09-21 10:17:08,38.8
CAS-000997,CUST_13136,PRD_0608,Closed,Low,Defective item,2025-09-21 11:17:08,161.2
CAS-000998,CUST_15336,PRD_0660,Closed,Critical,Need help with assembly,2025-09-21 12:17:08,150.3
CAS-000999,CUST_18212,PRD_1369,Closed,Low,Missing parts in box,2025-09-21 12:17:08,13.5
CAS-001000,CUST_19464,PRD_0137,In Progress,Medium,Product arrived damaged,2025-09-21 12:17:08,
CAS-001001,CUST_05252,PRD_0497,Closed,Low,Defective item,2025-09-21 15:17:08,81.3
CAS-001002,CUST_06337,PRD_0510,Closed,Medium,Return request,2025-09-21 15:17:08,66.3
CAS-001003,CUST_09052,PRD_0288,New,Critical,Defective item,2025-09-21 17:17:08,
CAS-001004,CUST_04976,PRD_0422,In Progress,Medium,Billing question,2025-09-21 18:17:08,
CAS-001005,CUST_10731,PRD_0023,In Progress,Low,Where is my order?,2025-09-21 19:17:08,
CAS-001006,CUST_19610,PRD_0965,Closed,Medium,Warranty claim inquiry,2025-09-21 21:17:08,129.9
CAS-001007,CUST_19990,PRD_0931,Closed,Low,Need help with assembly,2025-09-21 23:17:08,21.9
CAS-001008,CUST_11187,PRD_0558,New,Critical,Product arrived damaged,2025-09-22 01:17:08,
CAS-001009,CUST_15288,PRD_0873,Closed,High,Need help with assembly,2025-09-22 01:17:08,19.8
CAS-001010,CUST_09539,PRD_0461,Closed,Medium,Where is my order?,2025-09-22 02:17:08,133.7
CAS-001011,CUST_19630,PRD_0743,New,Medium,Warranty claim inquiry,2025-09-22 03:17:08,
CAS-001012,CUST_14172,PRD_0864,Closed,Medium,Product arrived damaged,2025-09-22 06:17:08,140.7
CAS-001013,CUST_09040,PRD_0516,Closed,High,Return request,2025-09-22 07:17:08,47.8
CAS-001014,CUST_02723,PRD_0027,Closed,High,Where is my order?,2025-09-22 07:17:08,165.2
CAS-001015,CUST_07255,PRD_1211,Closed,Medium,Defective item,2025-09-22 09:17:08,98.8
CAS-001016,CUST_15987,PRD_1149,Closed,Low,Defective item,2025-09-22 10:17:08,131.4
CAS-001017,CUST_01380,PRD_1233,Closed,High,Where is my order?,2025-09-22 10:17:08,112.5
CAS-001018,CUST_18863,PRD_0195,Closed,Medium,Where is my order?,2025-09-22 12:17:08,160.3
CAS-001019,CUST_19786,PRD_0864,Closed,Low,Defective item,2025-09-22 13:17:08,97.9
CAS-001020,CUST_14426,PRD_0944,Closed,Low,Product arrived damaged,2025-09-22 14:17:08,109.1
CAS-001021,CUST_14150,PRD_1371,Closed,High,Product arrived damaged,2025-09-22 15:17:08,105.9
CAS-001022,CUST_10780,PRD_0203,In Progress,Low,Missing parts in box,2025-09-22 18:17:08,
CAS-001023,CUST_08308,PRD_0735,Closed,High,Return request,2025-09-23 01:17:08,122.8
CAS-001024,CUST_01567,PRD_0665,Closed,Critical,Billing question,2025-09-23 02:17:08,47.2
CAS-001025,CUST_05263,PRD_0429,Closed,Medium,Return request,2025-09-23 02:17:08,129.4
CAS-001026,CUST_05638,PRD_1024,Closed,Medium,Where is my order?,2025-09-23 05:17:08,131.4
CAS-001027,CUST_07458,PRD_0649,Escalated,Medium,Missing parts in box,2025-09-23 05:17:08,
CAS-001028,CUST_13306,PRD_0641,In Progress,Medium,Billing question,2025-09-23 06:17:08,
CAS-001029,CUST_15907,PRD_0719,Closed,Medium,Return request,2025-09-23 06:17:08,34.8
CAS-001030,CUST_05523,PRD_0662,Closed,High,Product arrived damaged,2025-09-23 08:17:08,127.0
CAS-001031,CUST_16585,PRD_1435,In Progress,Medium,Missing parts in box,2025-09-23 12:17:08,
CAS-001032,CUST_02489,PRD_0407,Closed,Medium,Where is my order?,2025-09-23 15:17:08,67.5
CAS-001033,CUST_13260,PRD_0540,New,Medium,Need help with assembly,2025-09-23 16:17:08,
CAS-001034,CUST_12624,PRD_0213,Closed,Medium,Missing parts in box,2025-09-23 17:17:08,67.3
CAS-001035,CUST_07368,PRD_0907,Closed,Critical,Product arrived damaged,2025-09-23 18:17:08,55.1
CAS-001036,CUST_08972,PRD_0054,In Progress,Low,Billing question,2025-09-23 19:17:08,
CAS-001037,CUST_07176,PRD_0503,In Progress,Medium,Warranty claim inquiry,2025-09-23 20:17:08,
CAS-001038,CUST_09726,PRD_0500,Closed,High,Product arrived damaged,2025-09-23 21:17:08,25.3
CAS-001039,CUST_18230,PRD_1129,Closed,Medium,Warranty claim inquiry,2025-09-24 02:17:08,74.3
CAS-001040,CUST_18857,PRD_0793,Closed,High,Missing parts in box,2025-09-24 03:17:08,98.0
CAS-001041,CUST_08637,PRD_0884,Closed,Critical,Return request,2025-09-24 04:17:08,135.2
CAS-001042,CUST_17707,PRD_0732,Closed,High,Where is my order?,2025-09-24 05:17:08,40.2
CAS-001043,CUST_08091,PRD_1103,Closed,Low,Need help with assembly,2025-09-24 06:17:08,144.6
CAS-001044,CUST_16629,PRD_1451,New,High,Billing question,2025-09-24 07:17:08,
CAS-001045,CUST_07466,PRD_1475,Closed,Low,Return request,2025-09-24 10:17:08,139.0
CAS-001046,CUST_07339,PRD_0953,Closed,Medium,Missing parts in box,2025-09-24 11:17:08,93.5
CAS-001047,CUST_16291,PRD_1211,Closed,Low,Defective item,2025-09-24 11:17:08,104.3
CAS-001048,CUST_00725,PRD_1147,New,Critical,Billing question,2025-09-24 12:17:08,
CAS-001049,CUST_04846,PRD_0131,Closed,Low,Return request,2025-09-24 15:17:08,59.0
CAS-001050,CUST_18670,PRD_0517,New,Medium,Product arrived damaged,2025-09-24 17:17:08,
CAS-001051,CUST_04370,PRD_0812,Closed,Medium,Warranty claim inquiry,2025-09-24 18:17:08,118.6
CAS-001052,CUST_09984,PRD_0677,Closed,Low,Warranty claim inquiry,2025-09-24 22:17:08,117.4
CAS-001053,CUST_04727,PRD_1106,Closed,High,Return request,2025-09-25 00:17:08,159.0
CAS-001054,CUST_11743,PRD_1204,Closed,Critical,Where is my order?,2025-09-25 00:17:08,9.8
CAS-001055,CUST_13557,PRD_1496,Closed,Low,Need help with assembly,2025-09-25 02:17:08,11.6
CAS-001056,CUST_05877,PRD_0372,Closed,Low,Product arrived damaged,2025-09-25 08:17:08,101.5
CAS-001057,CUST_02920,PRD_0193,Closed,Medium,Defective item,2025-09-25 09:17:08,21.0
CAS-001058,CUST_13356,PRD_0781,Closed,High,Billing question,2025-09-25 09:17:08,65.7
CAS-001059,CUST_03142,PRD_0638,In Progress,Low,Return request,2025-09-25 10:17:08,
CAS-001060,CUST_08258,PRD_1024,In Progress,Medium,Where is my order?,2025-09-25 11:17:08,
CAS-001061,CUST_07427,PRD_0720,In Progress,Medium,Where is my order?,2025-09-25 12:17:08,
CAS-001062,CUST_17167,PRD_0528,Escalated,Medium,Product arrived damaged,2025-09-25 12:17:08,
CAS-001063,CUST_12228,PRD_0196,Closed,Low,Need help with assembly,2025-09-25 16:17:08,94.0
CAS-001064,CUST_00413,PRD_0010,New,Critical,Return request,2025-09-25 16:17:08,
CAS-001065,CUST_18461,PRD_0768,Closed,Low,Where is my order?,2025-09-25 17:17:08,152.2
CAS-001066,CUST_05957,PRD_1097,Closed,Low,Warranty claim inquiry,2025-09-25 17:17:08,104.7
CAS-001067,CUST_05069,PRD_1229,Closed,Low,Return request,2025-09-25 17:17:08,115.1
CAS-001068,CUST_05817,PRD_1040,Closed,High,Need help with assembly,2025-09-25 19:17:08,119.0
CAS-001069,CUST_17616,PRD_0247,Closed,Medium,Missing parts in box,2025-09-25 19:17:08,104.9
CAS-001070,CUST_19337,PRD_1062,Closed,Low,Need help with assembly,2025-09-25 20:17:08,115.1
CAS-001071,CUST_11056,PRD_0932,Closed,Medium,Defective item,2025-09-25 20:17:08,101.8
CAS-001072,CUST_02146,PRD_0693,Closed,High,Warranty claim inquiry,2025-09-25 21:17:08,112.7
CAS-001073,CUST_06172,PRD_0828,Closed,Low,Product arrived damaged,2025-09-26 00:17:08,137.5
CAS-001074,CUST_19371,PRD_0203,Closed,High,Where is my order?,2025-09-26 00:17:08,154.8
CAS-001075,CUST_18845,PRD_1439,Closed,Low,Defective item,2025-09-26 01:17:08,89.1
CAS-001076,CUST_04440,PRD_0918,Closed,Medium,Warranty claim inquiry,2025-09-26 02:17:08,48.2
CAS-001077,CUST_13247,PRD_0892,In Progress,Medium,Defective item,2025-09-26 05:17:08,
CAS-001078,CUST_03419,PRD_0659,New,Low,Billing question,2025-09-26 07:17:08,
CAS-001079,CUST_09411,PRD_1401,Closed,Low,Product arrived damaged,2025-09-26 08:17:08,166.7
CAS-001080,CUST_10064,PRD_1204,Closed,Low,Need help with assembly,2025-09-26 09:17:08,159.1
CAS-001081,CUST_01547,PRD_0621,Closed,Medium,Defective item,2025-09-26 09:17:08,90.2
CAS-001082,CUST_01719,PRD_1402,In Progress,Critical,Defective item,2025-09-26 09:17:08,
CAS-001083,CUST_12152,PRD_1395,Closed,Medium,Product arrived damaged,2025-09-26 10:17:08,30.8
CAS-001084,CUST_07261,PRD_1460,Closed,Low,Return request,2025-09-26 12:17:08,159.6
CAS-001085,CUST_06775,PRD_1170,New,Low,Product arrived damaged,2025-09-26 13:17:08,
CAS-001086,CUST_03812,PRD_0595,New,Low,Product arrived damaged,2025-09-26 14:17:08,
CAS-001087,CUST_10839,PRD_0363,Closed,Medium,Defective item,2025-09-26 14:17:08,153.8
CAS-001088,CUST_01467,PRD_0320,Closed,Low,Need help with assembly,2025-09-26 14:17:08,140.9
CAS-001089,CUST_13856,PRD_1394,Closed,Medium,Missing parts in box,2025-09-26 17:17:08,44.1
CAS-001090,CUST_08934,PRD_0839,In Progress,High,Product arrived damaged,2025-09-26 18:17:08,
CAS-001091,CUST_06210,PRD_1000,Closed,Medium,Missing parts in box,2025-09-26 19:17:08,47.4
CAS-001092,CUST_14718,PRD_0264,Closed,Medium,Warranty claim inquiry,2025-09-26 20:17:08,67.0
CAS-001093,CUST_05208,PRD_1001,New,Low,Where is my order?,2025-09-27 00:17:08,
CAS-001094,CUST_08405,PRD_1395,In Progress,Low,Defective item,2025-09-27 00:17:08,
CAS-001095,CUST_18682,PRD_0536,In Progress,Low,Where is my order?,2025-09-27 02:17:08,
CAS-001096,CUST_06624,PRD_0178,Closed,Low,Billing question,2025-09-27 03:17:08,148.9
CAS-001097,CUST_01170,PRD_0961,In Progress,Medium,Billing question,2025-09-27 07:17:08,
CAS-001098,CUST_12717,PRD_0378,In Progress,Low,Where is my order?,2025-09-27 11:17:08,
CAS-001099,CUST_12154,PRD_0898,Closed,High,Need help with assembly,2025-09-27 11:17:08,41.4
CAS-001100,CUST_16503,PRD_0388,Closed,Medium,Warranty claim inquiry,2025-09-27 12:17:08,111.7
CAS-001101,CUST_05005,PRD_0700,Closed,Low,Missing parts in box,2025-09-27 13:17:08,3.4
CAS-001102,CUST_01850,PRD_0802,Closed,Low,Defective item,2025-09-27 19:17:08,34.5
CAS-001103,CUST_02086,PRD_0462,In Progress,Low,Need help with assembly,2025-09-27 22:17:08,
CAS-001104,CUST_00830,PRD_0903,Closed,Low,Where is my order?,2025-09-27 22:17:08,121.4
CAS-001105,CUST_05279,PRD_0294,Closed,Medium,Return request,2025-09-28 00:17:08,49.1
CAS-001106,CUST_13433,PRD_1061,New,Medium,Product arrived damaged,2025-09-28 01:17:08,
CAS-001107,CUST_12137,PRD_0079,Closed,Low,Need help with assembly,2025-09-28 01:17:08,156.8
CAS-001108,CUST_00113,PRD_1153,Closed,Medium,Product arrived damaged,2025-09-28 03:17:08,2.0
CAS-001109,CUST_07358,PRD_1287,Closed,Medium,Product arrived damaged,2025-09-28 06:17:08,21.0
CAS-001110,CUST_15612,PRD_1171,Closed,Low,Defective item,2025-09-28 07:17:08,109.4
CAS-001111,CUST_14735,PRD_0487,In Progress,Medium,Billing question,2025-09-28 09:17:08,
CAS-001112,CUST_14909,PRD_0982,Closed,Low,Need help with assembly,2025-09-28 10:17:08,166.0
