product_id,product_name,description,category,brand,unit_price,sku,is_active
PRD_0254,Classic Teak Table Runner,A premium quality classic table runner crafted from durable teak. Designed by Artisan Weave.,Decor,Artisan Weave,19.99,ART-DEC-TAB-XZ2C,False
PRD_0255,Vintage Ceramic Bath Towel Set,A premium quality vintage bath towel set crafted from durable ceramic. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,44.34,CLO-BED-BAT-7YT2,True
PRD_0256,Vintage Wool Ceramic Serving Bowl,A premium quality vintage ceramic serving bowl crafted from durable wool. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,16.16,ACM-KIT-CER-IXFW,True
PRD_0257,Industrial Ceramic Shoe Rack,A premium quality industrial shoe rack crafted from durable ceramic. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,15.47,SPA-STO-SHO-JSSU,True
PRD_0258,Industrial Ceramic Nightstand,A premium quality industrial nightstand crafted from durable ceramic. Designed by Heritage Oak.,Furniture,Heritage Oak,165.85,HER-FUR-NIG-VSMA,True
PRD_0259,Nordic Oak Wall Sconce,A premium quality nordic wall sconce crafted from durable oak. Designed by Edison & Co..,Lighting,Edison & Co.,38.46,EDI-LIG-WAL-LQHR,True
PRD_0260,Classic Linen Wall Clock,A premium quality classic wall clock crafted from durable linen. Designed by Terra Clay.,Decor,Terra Clay,37.52,TER-DEC-WAL-3E4X,True
PRD_0261,Artisan Bamboo Duvet Cover Set,A premium quality artisan duvet cover set crafted from durable bamboo. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,132.79,LOO-BED-DUV-LPQ2,True
PRD_0262,Bohemian Ceramic Cookware Set,A premium quality bohemian cookware set crafted from durable ceramic. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,315.96,ACM-KIT-COO-5QPA,True
PRD_0263,Nordic Brass Fabric Closet Organizer,A premium quality nordic fabric closet organizer crafted from durable brass. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,34.39,SPA-STO-FAB-TNHE,True
PRD_0264,Contemporary Wool Nightstand,A premium quality contemporary nightstand crafted from durable wool. Designed by SleekSteel.,Furniture,SleekSteel,139.55,SLE-FUR-NIG-WVM4,True
PRD_0265,Minimalist Brass Desk Lamp,A premium quality minimalist desk lamp crafted from durable brass. Designed by Edison & Co..,Lighting,Edison & Co.,20.51,EDI-LIG-DES-EEKG,True
PRD_0266,Bohemian Brass Table Runner,A premium quality bohemian table runner crafted from durable brass. Designed by Elegance Decor.,Decor,Elegance Decor,30.97,ELE-DEC-TAB-PRT7,True
PRD_0267,Contemporary Teak Duvet Cover Set,A premium quality contemporary duvet cover set crafted from durable teak. Designed by CozyNest.,Bed & Bath,CozyNest,93.33,COZ-BED-DUV-G4W5,False
PRD_0268,Rustic Steel Wine Glass Set,A premium quality rustic wine glass set crafted from durable steel. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,77.65,TER-KIT-WIN-SRYO,True
PRD_0269,Rustic Oak Shoe Rack,A premium quality rustic shoe rack crafted from durable oak. Designed by Box & Bin.,Storage & Organization,Box & Bin,16.39,BOX-STO-SHO-1KJT,True
PRD_0270,Vintage Glass Nightstand,A premium quality vintage nightstand crafted from durable glass. Designed by Acme Living.,Furniture,Acme Living,135.91,ACM-FUR-NIG-JT9T,True
PRD_0271,Classic Bamboo Desk Lamp,A premium quality classic desk lamp crafted from durable bamboo. Designed by Lumina Design.,Lighting,Lumina Design,79.34,LUM-LIG-DES-D31K,False
PRD_0272,Minimalist Linen Wall Clock,A premium quality minimalist wall clock crafted from durable linen. Designed by Terra Clay.,Decor,Terra Clay,47.93,TER-DEC-WAL-91I3,True
PRD_0273,Vintage Wool Pillow Set,A premium quality vintage pillow set crafted from durable wool. Designed by CozyNest.,Bed & Bath,CozyNest,29.96,COZ-BED-PIL-FHHC,True
PRD_0274,Vintage Bamboo Cutlery Set,A premium quality vintage cutlery set crafted from durable bamboo. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,68.84,ACM-KIT-CUT-ZKJ4,False
PRD_0275,Rustic Ceramic Wire Shelving,A premium quality rustic wire shelving crafted from durable ceramic. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,119.32,SPA-STO-WIR-5E5I,True
PRD_0276,Bohemian Glass Coffee Table,A premium quality bohemian coffee table crafted from durable glass. Designed by Nordic Craft.,Furniture,Nordic Craft,302.1,NOR-FUR-COF-JOQW,True
PRD_0277,Bohemian Bamboo Pendant Light,A premium quality bohemian pendant light crafted from durable bamboo. Designed by Edison & Co..,Lighting,Edison & Co.,112.34,EDI-LIG-PEN-7N8L,True
PRD_0278,Classic Wool Throw Pillow,A premium quality classic throw pillow crafted from durable wool. Designed by Artisan Weave.,Decor,Artisan Weave,44.75,ART-DEC-THR-2O83,True
PRD_0279,Minimalist Linen Pillow Set,A premium quality minimalist pillow set crafted from durable linen. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,54.68,CLO-BED-PIL-URMY,True
PRD_0280,Classic Walnut Dinnerware Set,A premium quality classic dinnerware set crafted from durable walnut. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,235.89,ACM-KIT-DIN-FQ9P,False
PRD_0281,Minimalist Teak Woven Storage Basket,A premium quality minimalist woven storage basket crafted from durable teak. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,13.27,ACM-STO-WOV-MCXX,True
PRD_0282,Minimalist Steel Armchair,A premium quality minimalist armchair crafted from durable steel. Designed by Heritage Oak.,Furniture,Heritage Oak,444.97,HER-FUR-ARM-ZARE,True
PRD_0283,Classic Walnut Desk Lamp,A premium quality classic desk lamp crafted from durable walnut. Designed by Lumina Design.,Lighting,Lumina Design,60.21,LUM-LIG-DES-39PE,True
PRD_0284,Nordic Oak Table Runner,A premium quality nordic table runner crafted from durable oak. Designed by Terra Clay.,Decor,Terra Clay,22.34,TER-DEC-TAB-5E11,True
PRD_0285,Rustic Oak Bath Mat,A premium quality rustic bath mat crafted from durable oak. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,20.39,CLO-BED-BAT-VFMH,True
PRD_0286,Vintage Wool Wine Glass Set,A premium quality vintage wine glass set crafted from durable wool. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,70.9,TER-KIT-WIN-DD1V,True
PRD_0287,Industrial Teak Shoe Rack,A premium quality industrial shoe rack crafted from durable teak. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,27.46,SPA-STO-SHO-DTVV,True
PRD_0288,Minimalist Steel Sofa,A premium quality minimalist sofa crafted from durable steel. Designed by Nordic Craft.,Furniture,Nordic Craft,1459.59,NOR-FUR-SOF-KB68,True
PRD_0289,Artisan Glass Pendant Light,A premium quality artisan pendant light crafted from durable glass. Designed by Edison & Co..,Lighting,Edison & Co.,194.42,EDI-LIG-PEN-T997,True
PRD_0290,Industrial Bamboo Table Runner,A premium quality industrial table runner crafted from durable bamboo. Designed by Elegance Decor.,Decor,Elegance Decor,37.17,ELE-DEC-TAB-81AC,True
PRD_0291,Modernist Ceramic Organic Sheet Set,A premium quality modernist organic sheet set crafted from durable ceramic. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,71.51,CLO-BED-ORG-Z1PO,True
PRD_0292,Vintage Teak Ceramic Serving Bowl,A premium quality vintage ceramic serving bowl crafted from durable teak. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,15.18,TER-KIT-CER-C79F,True
PRD_0293,Nordic Marble Stackable Plastic Bin Set,A premium quality nordic stackable plastic bin set crafted from durable marble. Designed by Box & Bin.,Storage & Organization,Box & Bin,28.62,BOX-STO-STA-8II7,True
PRD_0294,Vintage Walnut Sideboard,A premium quality vintage sideboard crafted from durable walnut. Designed by SleekSteel.,Furniture,SleekSteel,599.65,SLE-FUR-SID-XGAE,True
PRD_0295,Industrial Bamboo Wall Sconce,A premium quality industrial wall sconce crafted from durable bamboo. Designed by Edison & Co..,Lighting,Edison & Co.,99.38,EDI-LIG-WAL-ZGE2,True
PRD_0296,Modernist Linen Throw Pillow,A premium quality modernist throw pillow crafted from durable linen. Designed by Minimalist Home.,Decor,Minimalist Home,24.52,MIN-DEC-THR-CZUC,True
PRD_0297,Modernist Glass Pillow Set,A premium quality modernist pillow set crafted from durable glass. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,30.01,CLO-BED-PIL-F16Y,True
PRD_0298,Contemporary Walnut Wood Cutting Board,A premium quality contemporary wood cutting board crafted from durable walnut. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,53.64,ACM-KIT-WOO-ABN7,True
PRD_0299,Contemporary Wool Wire Shelving,A premium quality contemporary wire shelving crafted from durable wool. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,50.21,ACM-STO-WIR-I6L3,True
PRD_0300,Contemporary Wool Dining Table,A premium quality contemporary dining table crafted from durable wool. Designed by Acme Living.,Furniture,Acme Living,461.41,ACM-FUR-DIN-298C,True
PRD_0301,Minimalist Linen Floor Lamp,A premium quality minimalist floor lamp crafted from durable linen. Designed by Lumina Design.,Lighting,Lumina Design,160.62,LUM-LIG-FLO-AHUK,True
PRD_0302,Industrial Brass Wall Clock,A premium quality industrial wall clock crafted from durable brass. Designed by Minimalist Home.,Decor,Minimalist Home,89.83,MIN-DEC-WAL-10T2,True
PRD_0303,Modernist Steel Bath Towel Set,A premium quality modernist bath towel set crafted from durable steel. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,36.01,CLO-BED-BAT-458A,True
PRD_0304,Minimalist Oak Wood Cutting Board,A premium quality minimalist wood cutting board crafted from durable oak. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,38.84,ACM-KIT-WOO-IRC9,True
PRD_0305,Modernist Steel Wire Shelving,A premium quality modernist wire shelving crafted from durable steel. Designed by Box & Bin.,Storage & Organization,Box & Bin,67.18,BOX-STO-WIR-6Q0U,True
PRD_0306,Bohemian Oak Armchair,A premium quality bohemian armchair crafted from durable oak. Designed by Acme Living.,Furniture,Acme Living,345.74,ACM-FUR-ARM-8IJL,True
PRD_0307,Industrial Linen Desk Lamp,A premium quality industrial desk lamp crafted from durable linen. Designed by GlowStudio.,Lighting,GlowStudio,32.68,GLO-LIG-DES-CH2V,True
PRD_0308,Classic Glass Wall Mirror,A premium quality classic wall mirror crafted from durable glass. Designed by Artisan Weave.,Decor,Artisan Weave,99.11,ART-DEC-WAL-T8HL,True
PRD_0309,Nordic Teak Organic Sheet Set,A premium quality nordic organic sheet set crafted from durable teak. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,73.46,CLO-BED-ORG-ZVH4,True
PRD_0310,Artisan Linen Wood Cutting Board,A premium quality artisan wood cutting board crafted from durable linen. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,38.11,TER-KIT-WOO-YJ9B,True
PRD_0311,Contemporary Bamboo Shoe Rack,A premium quality contemporary shoe rack crafted from durable bamboo. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,19.26,SPA-STO-SHO-D2EC,True
PRD_0312,Rustic Steel Coffee Table,A premium quality rustic coffee table crafted from durable steel. Designed by Heritage Oak.,Furniture,Heritage Oak,230.28,HER-FUR-COF-WXUJ,True
PRD_0313,Nordic Steel Pendant Light,A premium quality nordic pendant light crafted from durable steel. Designed by Edison & Co..,Lighting,Edison & Co.,155.29,EDI-LIG-PEN-E63L,True
PRD_0314,Modernist Teak Wall Clock,A premium quality modernist wall clock crafted from durable teak. Designed by Minimalist Home.,Decor,Minimalist Home,76.63,MIN-DEC-WAL-OBYG,True
PRD_0315,Minimalist Marble Duvet Cover Set,A premium quality minimalist duvet cover set crafted from durable marble. Designed by CozyNest.,Bed & Bath,CozyNest,182.51,COZ-BED-DUV-BWIK,True
PRD_0316,Classic Walnut Ceramic Serving Bowl,A premium quality classic ceramic serving bowl crafted from durable walnut. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,22.63,ACM-KIT-CER-EH5S,True
PRD_0317,Modernist Ceramic Stackable Plastic Bin Set,A premium quality modernist stackable plastic bin set crafted from durable ceramic. Designed by Box & Bin.,Storage & Organization,Box & Bin,25.65,BOX-STO-STA-TR6S,True
PRD_0318,Modernist Linen Dining Chair,A premium quality modernist dining chair crafted from durable linen. Designed by Nordic Craft.,Furniture,Nordic Craft,65.57,NOR-FUR-DIN-3K3Q,True
PRD_0319,Artisan Teak Chandelier,A premium quality artisan chandelier crafted from durable teak. Designed by Lumina Design.,Lighting,Lumina Design,360.68,LUM-LIG-CHA-IT20,True
PRD_0320,Vintage Ceramic Ceramic Vase,A premium quality vintage ceramic vase crafted from durable ceramic. Designed by Artisan Weave.,Decor,Artisan Weave,75.46,ART-DEC-CER-9GIL,True
PRD_0321,Vintage Walnut Pillow Set,A premium quality vintage pillow set crafted from durable walnut. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,62.03,CLO-BED-PIL-8UUG,False
PRD_0322,Contemporary Marble Wine Glass Set,A premium quality contemporary wine glass set crafted from durable marble. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,46.88,ACM-KIT-WIN-DIHS,True
PRD_0323,Artisan Teak Stackable Plastic Bin Set,A premium quality artisan stackable plastic bin set crafted from durable teak. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,39.24,ACM-STO-STA-74LA,True
PRD_0324,Nordic Bamboo Dining Chair,A premium quality nordic dining chair crafted from durable bamboo. Designed by SleekSteel.,Furniture,SleekSteel,242.51,SLE-FUR-DIN-N7OD,True
PRD_0325,Rustic Ceramic Table Lamp,A premium quality rustic table lamp crafted from durable ceramic. Designed by Edison & Co..,Lighting,Edison & Co.,144.89,EDI-LIG-TAB-XG8Y,True
PRD_0326,Artisan Wool Scented Candle,A premium quality artisan scented candle crafted from durable wool. Designed by Elegance Decor.,Decor,Elegance Decor,16.32,ELE-DEC-SCE-0KGA,True
PRD_0327,Bohemian Brass Shower Curtain,A premium quality bohemian shower curtain crafted from durable brass. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,15.46,LOO-BED-SHO-L3WX,True
PRD_0328,Rustic Linen Wine Glass Set,A premium quality rustic wine glass set crafted from durable linen. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,20.06,IRO-KIT-WIN-MLW8,True
PRD_0329,Classic Walnut Fabric Closet Organizer,A premium quality classic fabric closet organizer crafted from durable walnut. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,17.87,ACM-STO-FAB-YM2Z,True
PRD_0330,Bohemian Teak Nightstand,A premium quality bohemian nightstand crafted from durable teak. Designed by Heritage Oak.,Furniture,Heritage Oak,123.96,HER-FUR-NIG-NTDR,True
PRD_0331,Artisan Teak Desk Lamp,A premium quality artisan desk lamp crafted from durable teak. Designed by GlowStudio.,Lighting,GlowStudio,19.79,GLO-LIG-DES-4KL8,True
PRD_0332,Bohemian Teak Wall Mirror,A premium quality bohemian wall mirror crafted from durable teak. Designed by Terra Clay.,Decor,Terra Clay,123.0,TER-DEC-WAL-6DVW,True
PRD_0333,Bohemian Wool Organic Sheet Set,A premium quality bohemian organic sheet set crafted from durable wool. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,106.8,LOO-BED-ORG-PBL9,True
PRD_0334,Contemporary Marble Ceramic Serving Bowl,A premium quality contemporary ceramic serving bowl crafted from durable marble. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,22.7,IRO-KIT-CER-IBU4,True
PRD_0335,Modernist Ceramic Fabric Closet Organizer,A premium quality modernist fabric closet organizer crafted from durable ceramic. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,20.25,SPA-STO-FAB-XVHA,True
PRD_0336,Nordic Glass Bookshelf,A premium quality nordic bookshelf crafted from durable glass. Designed by Acme Living.,Furniture,Acme Living,178.67,ACM-FUR-BOO-ORXD,True
PRD_0337,Industrial Ceramic Table Lamp,A premium quality industrial table lamp crafted from durable ceramic. Designed by GlowStudio.,Lighting,GlowStudio,44.26,GLO-LIG-TAB-BPJ4,True
PRD_0338,Nordic Oak Wall Mirror,A premium quality nordic wall mirror crafted from durable oak. Designed by Artisan Weave.,Decor,Artisan Weave,167.39,ART-DEC-WAL-O1IC,True
PRD_0339,Bohemian Bamboo Shower Curtain,A premium quality bohemian shower curtain crafted from durable bamboo. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,36.01,CLO-BED-SHO-R5RC,True
PRD_0340,Modernist Bamboo Wood Cutting Board,A premium quality modernist wood cutting board crafted from durable bamboo. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,55.52,IRO-KIT-WOO-2YWE,True
PRD_0341,Rustic Steel Woven Storage Basket,A premium quality rustic woven storage basket crafted from durable steel. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,14.42,SPA-STO-WOV-P9P9,True
PRD_0342,Minimalist Linen Sideboard,A premium quality minimalist sideboard crafted from durable linen. Designed by Acme Living.,Furniture,Acme Living,252.22,ACM-FUR-SID-UT4S,True
PRD_0343,Vintage Brass Pendant Light,A premium quality vintage pendant light crafted from durable brass. Designed by Edison & Co..,Lighting,Edison & Co.,243.24,EDI-LIG-PEN-EFUU,False
PRD_0344,Nordic Brass Throw Pillow,A premium quality nordic throw pillow crafted from durable brass. Designed by Terra Clay.,Decor,Terra Clay,42.5,TER-DEC-THR-555J,True
PRD_0345,Vintage Glass Shower Curtain,A premium quality vintage shower curtain crafted from durable glass. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,15.17,LOO-BED-SHO-OWYO,True
PRD_0346,Artisan Walnut Cutlery Set,A premium quality artisan cutlery set crafted from durable walnut. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,87.03,IRO-KIT-CUT-JNM2,True
PRD_0347,Nordic Steel Shoe Rack,A premium quality nordic shoe rack crafted from durable steel. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,28.52,SPA-STO-SHO-01L0,True
PRD_0348,Artisan Glass Dining Table,A premium quality artisan dining table crafted from durable glass. Designed by Nordic Craft.,Furniture,Nordic Craft,1122.09,NOR-FUR-DIN-ORSN,True
PRD_0349,Nordic Marble Table Lamp,A premium quality nordic table lamp crafted from durable marble. Designed by Edison & Co..,Lighting,Edison & Co.,85.88,EDI-LIG-TAB-E45B,True
PRD_0350,Modernist Steel Ceramic Vase,A premium quality modernist ceramic vase crafted from durable steel. Designed by Terra Clay.,Decor,Terra Clay,41.95,TER-DEC-CER-7ZJ3,True
PRD_0351,Nordic Wool Bath Mat,A premium quality nordic bath mat crafted from durable wool. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,13.32,LOO-BED-BAT-RQ8R,True
PRD_0352,Rustic Marble Cutlery Set,A premium quality rustic cutlery set crafted from durable marble. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,129.7,IRO-KIT-CUT-DAB4,True
PRD_0353,Artisan Wool Woven Storage Basket,A premium quality artisan woven storage basket crafted from durable wool. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,33.72,SPA-STO-WOV-JOA2,True
PRD_0354,Classic Teak Sofa,A premium quality classic sofa crafted from durable teak. Designed by Nordic Craft.,Furniture,Nordic Craft,1261.54,NOR-FUR-SOF-AJ2K,False
PRD_0355,Minimalist Ceramic Desk Lamp,A premium quality minimalist desk lamp crafted from durable ceramic. Designed by GlowStudio.,Lighting,GlowStudio,70.35,GLO-LIG-DES-QHKS,True
PRD_0356,Modernist Bamboo Throw Pillow,A premium quality modernist throw pillow crafted from durable bamboo. Designed by Artisan Weave.,Decor,Artisan Weave,34.65,ART-DEC-THR-VKYR,True
PRD_0357,Industrial Marble Pillow Set,A premium quality industrial pillow set crafted from durable marble. Designed by CozyNest.,Bed & Bath,CozyNest,59.37,COZ-BED-PIL-8XGS,True
PRD_0358,Vintage Ceramic Dinnerware Set,A premium quality vintage dinnerware set crafted from durable ceramic. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,113.92,IRO-KIT-DIN-FARK,True
PRD_0359,Bohemian Walnut Shoe Rack,A premium quality bohemian shoe rack crafted from durable walnut. Designed by Box & Bin.,Storage & Organization,Box & Bin,46.86,BOX-STO-SHO-UG0I,True
PRD_0360,Industrial Bamboo Nightstand,A premium quality industrial nightstand crafted from durable bamboo. Designed by SleekSteel.,Furniture,SleekSteel,176.81,SLE-FUR-NIG-45GD,True
PRD_0361,Contemporary Teak Floor Lamp,A premium quality contemporary floor lamp crafted from durable teak. Designed by Edison & Co..,Lighting,Edison & Co.,229.92,EDI-LIG-FLO-XII5,True
PRD_0362,Industrial Marble Scented Candle,A premium quality industrial scented candle crafted from durable marble. Designed by Artisan Weave.,Decor,Artisan Weave,18.2,ART-DEC-SCE-EBWU,True
PRD_0363,Artisan Bamboo Bath Towel Set,A premium quality artisan bath towel set crafted from durable bamboo. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,63.11,LOO-BED-BAT-NKB4,True
PRD_0364,Industrial Ceramic Cookware Set,A premium quality industrial cookware set crafted from durable ceramic. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,365.71,IRO-KIT-COO-9F5G,True
PRD_0365,Rustic Linen Fabric Closet Organizer,A premium quality rustic fabric closet organizer crafted from durable linen. Designed by Box & Bin.,Storage & Organization,Box & Bin,13.62,BOX-STO-FAB-QH1U,True
PRD_0366,Rustic Brass Dining Table,A premium quality rustic dining table crafted from durable brass. Designed by Heritage Oak.,Furniture,Heritage Oak,870.14,HER-FUR-DIN-O8NB,True
PRD_0367,Modernist Linen Floor Lamp,A premium quality modernist floor lamp crafted from durable linen. Designed by Edison & Co..,Lighting,Edison & Co.,88.12,EDI-LIG-FLO-YWIY,True
PRD_0368,Nordic Ceramic Wall Mirror,A premium quality nordic wall mirror crafted from durable ceramic. Designed by Artisan Weave.,Decor,Artisan Weave,58.39,ART-DEC-WAL-3KK0,True
PRD_0369,Bohemian Wool Pillow Set,A premium quality bohemian pillow set crafted from durable wool. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,40.56,LOO-BED-PIL-6MG8,True
PRD_0370,Modernist Steel Wine Glass Set,A premium quality modernist wine glass set crafted from durable steel. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,62.27,ACM-KIT-WIN-E0VG,True
PRD_0371,Bohemian Wool Wire Shelving,A premium quality bohemian wire shelving crafted from durable wool. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,99.41,ACM-STO-WIR-WVBD,True
PRD_0372,Nordic Ceramic Sofa,A premium quality nordic sofa crafted from durable ceramic. Designed by Heritage Oak.,Furniture,Heritage Oak,963.34,HER-FUR-SOF-TRFZ,True
PRD_0373,Bohemian Wool Floor Lamp,A premium quality bohemian floor lamp crafted from durable wool. Designed by Lumina Design.,Lighting,Lumina Design,182.5,LUM-LIG-FLO-JVE3,True
PRD_0374,Minimalist Oak Throw Pillow,A premium quality minimalist throw pillow crafted from durable oak. Designed by Terra Clay.,Decor,Terra Clay,32.42,TER-DEC-THR-V239,True
PRD_0375,Minimalist Teak Bath Towel Set,A premium quality minimalist bath towel set crafted from durable teak. Designed by Loom & Thread.,Bed & Bath,Loom & Thread,46.5,LOO-BED-BAT-6YRI,True
PRD_0376,Nordic Brass Dinnerware Set,A premium quality nordic dinnerware set crafted from durable brass. Designed by Iron & Clay.,Kitchen & Dining,Iron & Clay,148.82,IRO-KIT-DIN-82C0,True
PRD_0377,Classic Marble Woven Storage Basket,A premium quality classic woven storage basket crafted from durable marble. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,26.25,ACM-STO-WOV-DGBK,True
PRD_0378,Bohemian Oak Desk,A premium quality bohemian desk crafted from durable oak. Designed by Acme Living.,Furniture,Acme Living,528.6,ACM-FUR-DES-6AEX,True
PRD_0379,Vintage Marble Wall Sconce,A premium quality vintage wall sconce crafted from durable marble. Designed by Edison & Co..,Lighting,Edison & Co.,33.83,EDI-LIG-WAL-3GO8,True
PRD_0380,Classic Ceramic Table Runner,A premium quality classic table runner crafted from durable ceramic. Designed by Elegance Decor.,Decor,Elegance Decor,15.73,ELE-DEC-TAB-ZC7F,True
PRD_0381,Classic Brass Shower Curtain,A premium quality classic shower curtain crafted from durable brass. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,23.14,CLO-BED-SHO-W2W5,True
PRD_0382,Rustic Glass Wood Cutting Board,A premium quality rustic wood cutting board crafted from durable glass. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,20.08,TER-KIT-WOO-OBJL,True
PRD_0383,Vintage Brass Stackable Plastic Bin Set,A premium quality vintage stackable plastic bin set crafted from durable brass. Designed by SpaceSavers.,Storage & Organization,SpaceSavers,49.16,SPA-STO-STA-YMSZ,True
PRD_0384,Artisan Glass Armchair,A premium quality artisan armchair crafted from durable glass. Designed by SleekSteel.,Furniture,SleekSteel,448.67,SLE-FUR-ARM-XF36,True
PRD_0385,Rustic Bamboo Pendant Light,A premium quality rustic pendant light crafted from durable bamboo. Designed by GlowStudio.,Lighting,GlowStudio,261.49,GLO-LIG-PEN-5CRI,False
PRD_0386,Contemporary Steel Area Rug,A premium quality contemporary area rug crafted from durable steel. Designed by Minimalist Home.,Decor,Minimalist Home,289.7,MIN-DEC-ARE-IQ2Q,True
PRD_0387,Industrial Oak Bath Towel Set,A premium quality industrial bath towel set crafted from durable oak. Designed by CozyNest.,Bed & Bath,CozyNest,56.75,COZ-BED-BAT-AOBT,True
PRD_0388,Vintage Wool Ceramic Serving Bowl,A premium quality vintage ceramic serving bowl crafted from durable wool. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,45.82,TER-KIT-CER-UXQM,True
PRD_0389,Classic Linen Woven Storage Basket,A premium quality classic woven storage basket crafted from durable linen. Designed by Box & Bin.,Storage & Organization,Box & Bin,36.86,BOX-STO-WOV-VZNQ,True
PRD_0390,Artisan Walnut Armchair,A premium quality artisan armchair crafted from durable walnut. Designed by SleekSteel.,Furniture,SleekSteel,309.81,SLE-FUR-ARM-W2TN,True
PRD_0391,Classic Teak Table Lamp,A premium quality classic table lamp crafted from durable teak. Designed by Edison & Co..,Lighting,Edison & Co.,116.53,EDI-LIG-TAB-OJHE,True
PRD_0392,Classic Steel Ceramic Vase,A premium quality classic ceramic vase crafted from durable steel. Designed by Artisan Weave.,Decor,Artisan Weave,17.54,ART-DEC-CER-O74V,True
PRD_0393,Classic Wool Bath Towel Set,A premium quality classic bath towel set crafted from durable wool. Designed by Cloud Soft.,Bed & Bath,Cloud Soft,67.72,CLO-BED-BAT-ERTB,True
PRD_0394,Classic Bamboo Ceramic Serving Bowl,A premium quality classic ceramic serving bowl crafted from durable bamboo. Designed by Acme Chef.,Kitchen & Dining,Acme Chef,38.29,ACM-KIT-CER-G3DX,True
PRD_0395,Contemporary Ceramic Fabric Closet Organizer,A premium quality contemporary fabric closet organizer crafted from durable ceramic. Designed by Acme Tidy.,Storage & Organization,Acme Tidy,39.43,ACM-STO-FAB-61J8,False
PRD_0396,Rustic Teak Nightstand,A premium quality rustic nightstand crafted from durable teak. Designed by Heritage Oak.,Furniture,Heritage Oak,140.38,HER-FUR-NIG-5S4T,True
PRD_0397,Contemporary Wool Desk Lamp,A premium quality contemporary desk lamp crafted from durable wool. Designed by Lumina Design.,Lighting,Lumina Design,28.06,LUM-LIG-DES-WKMY,False
PRD_0398,Contemporary Bamboo Wall Mirror,A premium quality contemporary wall mirror crafted from durable bamboo. Designed by Artisan Weave.,Decor,Artisan Weave,150.76,ART-DEC-WAL-1UU7,True
PRD_0399,Contemporary Marble Bath Mat,A premium quality contemporary bath mat crafted from durable marble. Designed by CozyNest.,Bed & Bath,CozyNest,25.78,COZ-BED-BAT-SAFY,True
PRD_0400,Minimalist Wool Cookware Set,A premium quality minimalist cookware set crafted from durable wool. Designed by Terra Cotta.,Kitchen & Dining,Terra Cotta,126.86,TER-KIT-COO-C2HT,True
